Key,japanese
attAgilityRank06LongDesc,"あなたはとても身軽なため、弓、ハンドガン、ナイフを使用時のヘッドショットダメージが290%になり、18%の確率で敵の部位を破壊する事が可能になりました。"
attAgilityRank07LongDesc,"あなたはとても素早く、弓、ハンドガン、ナイフを使用時のヘッドショットダメージが305%になり、21%の確率で敵の部位を破壊する事が可能になりました。"
attAgilityRank08LongDesc,"流れるような動きでいつも完璧な動きをする事は、弓、ハンドガン、ナイフを使用時のヘッドショットダメージが320%になり、24%の確率で敵の部位を破壊する事が可能になりました。"
attAgilityRank09LongDesc,"あなたはプロのアスリートになれるほどの身体能力の持ち主ですので、弓、ハンドガン、ナイフを使用時のヘッドショットダメージが335%になり、27%の確率で敵の部位を破壊する事が可能になりました。"
attAgilityRank10LongDesc,"器用さにおいて、あなたの右に出る者はいません。　弓、ハンドガン、ナイフを使用時のヘッドショットダメージが350%になり、30%の確率で敵の部位を破壊する事が可能になりました。"
perkGunslingerRank3LongDescRE,"だいたいの状況をコントロールできるほどのシェリフになりました。\n\nハンドガン使用時のダメージ量が17%上がり、射撃レートが8%上がり、リロード速度が10%が速くなります。\n\nクリティカルダメージ: 5 回連続ヒット成功後にクリティカルヒット発生。"
perkGunslingerRank4LongDescRE,"酒場いっぱいの騒がしい奴らを一瞬でクリアするほどのガンファイターになりました。\n\nハンドガン使用時のダメージ量が34%上がり、射撃レートが16%上がり、リロード速度が20%が速くなります。\n\nクリティカルダメージ: 4回連続ヒット成功すると最後の1発のダメージが倍になります。"
perkGunslingerRank5LongDescRE,"ナベズゲイン1のガンスリンガーになりました。\n\nハンドガン使用時のダメージ量が51%上がり、射撃レートが24%上がり、リロード速度が30%が速くなります。\n\nクリティカルダメージ: 3 回連続ヒット成功すると最後の1発のダメージが倍になります。"
perkDeepCutsRank1LongDescRE,持っている武器はなまくらですが、使い方は理解しているようですね。\n\nナイフ使用時の敵へのダメージ量17%上昇\n\nナイフ使用時のブロックダメージ量上昇50%
perkDeepCutsRank2LongDescRE,あなたの友人たちはあなたの事をナイフガイと呼びます。\n\nナイフ使用時の敵へのダメージ量34%上昇\n\nナイフ使用時のブロックダメージ量上昇100%
perkDeepCutsRank3LongDescRE,斬撃武器の扱いに関しては、あなたは他の人より一段上です。\n\nナイフ使用時の敵へのダメージ量51%上昇\n\nナイフ使用時のブロックダメージ量上昇150%
perkRunAndGunRank1LongDescRE,"エイム力なんていらない、考えるのは後にして、とりあえず撃ちましょう。\n\n腰撃ちの命中精度が10%上がり、リロード時の移動速度低下が20%軽減されます。"
perkRunAndGunRank2LongDescRE,素早い射撃で、危険な状況から抜け出す事が出来るようになりました。\n\n腰撃ちの命中精度が 20% 上がり、リロード時の移動速度低下が40%軽減されます。
perkRunAndGunRank3LongDescRE,あなたは凶悪なトリガーマンになりました。\n\n腰撃ちの命中精度が30%上がり、リロード時の移動速度低下が60%軽減されます。
perkFlurryOfBlowsRank1LongDescRE,あなたは手を素早く動かせるようになりました。\n\n片手武器や拳での攻撃速度が15%上がり、敵をキルするごとに、スタミナが5回復します。
perkFlurryOfBlowsRank2LongDescRE,サドンストライクを習得しました。\n\n片手武器や拳での攻撃速度が30%上がり、敵をキルするごとに、スタミナが10回復します。
perkFlurryOfBlowsRank3LongDescRE,乱れ撃ちをマスターしました。\n\n片手武器や拳での攻撃速度が45%上がり、敵をキルするごとに、スタミナが15回復します。

"Gun Powder",火薬
"The Challenge",チャレンジ
"The Spencer Mansion Challenge","スペンサー邸チャレンジ"
"Enter The Survival Horror","Enter The Survival Horror"
"Build a Gyrocopter","ジャイロコプターを組み立てる"
"Escape The Spencer Mansion","スペンサー邸から脱出"
"Scavenge the mansion for parts and put together a gyrocopter. Then fly to the safe zone.","館内を探索し、ジャイロコプターをクラフトするために必要は材料を集め、クラフトし、館から脱出しましょう。\n必要な作業台などは館内のどこかにあります。\n必要な資材は館内の物をレンチ入手後に分解する、敷地内にある鉱脈を採掘する、ゲームステージが15から上になってから、ルートで見つけるなどと工夫して見つけてください。"
perkDeepCutsDescRE,ナイフ使用時のダメージ量が上がります。
"Final Escape","大脱出"
"It's finally time for you to escape this hell!","ついにこの地獄のような場所から脱出する時が来ました！"
"Challenge Completion","チャレンジ完了"
"Mission",ミッション
"Congratulations!",おめでとうございます！
